doc_id,company_key,company_name,person_key,name_clean,surname,given,role,year,snapshot_year,held_by,kinship,related_to,chamber,constituency,mandate_years,source_ref,annotation,region,country,sector,anchor_type,trigger,parse_note,member_raw,match_method,source_genre
empire-parlementaires-financ-1924-feb02a,etudescheminfertransafricain,Société d'études du Chemin de fer transafricain,berthelot-a,André Berthelot,Berthelot,André,president,1924,1924,self,,,Senate,Seine,,Parlementaires et financiers,le Chemin de fer transafricain,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,André Berthelot,prefix,roster
empire-parlementaires-financ-1924-feb02a,ottomanecheminfermoudaniabrousse,Société ottomane du Chemin de fer de Moudania à Brousse,berthelot-a,André Berthelot,Berthelot,André,president,1924,1924,self,,,Senate,Seine,,Parlementaires et financiers,la Société ottomane du chemin de fer de Moudania à Brousse,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,André Berthelot,prefix,roster
empire-parlementaires-financ-1924-feb02a,forgesacieriesnordlorraine,Forges et aciéries de Nord et Lorraine,bessonneau-j,Julien Bessonneau,Bessonneau,Julien,administrateur,1924,1924,self,,,Chamber of Deputies,Maine-et-Loire,,Parlementaires et financiers,Forges et aciéries de Nord et Lorraine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Julien Bessonneau,prefix,roster
empire-parlementaires-financ-1924-feb02a,portsaintlouisrhone,Société nouvelle de Port-Saint-Louis-du-Rhône,bessonneau-j,Julien Bessonneau,Bessonneau,Julien,administrateur,1924,1924,self,,,Chamber of Deputies,Maine-et-Loire,,Parlementaires et financiers,Société nouvelle du port de Saint-Louis-du-Rhône,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Julien Bessonneau,prefix,roster
empire-parlementaires-financ-1924-feb02a,cargos,Cargos français,bessonneau-j,Julien Bessonneau,Bessonneau,Julien,administrateur,1924,1924,self,,,Chamber of Deputies,Maine-et-Loire,,Parlementaires et financiers,Cargos français,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Julien Bessonneau,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,constructionsmixtesmaroc,Sté de constructions mixtes au Maroc,bertier-de-sauvigny,Bertier de Sauvigny,Bertier de Sauvigny,,administrateur,1924,1924,self,,,Senate,Moselle,,Parlementaires et financiers,Constructions mixtes au Maroc,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Bertier de Sauvigny,prefix,roster
empire-parlementaires-financ-1924-feb02a,miniereterresrougesauduntichemoselle,"Minière des Terres rouges (à Audun-le-Tiche, Moselle)",bertier-de-sauvigny,Bertier de Sauvigny,Bertier de Sauvigny,,administrateur,1924,1924,self,,,Senate,Moselle,,Parlementaires et financiers,Minière des Terres-Rouges,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Bertier de Sauvigny,prefix,roster
empire-parlementaires-financ-1924-feb02a,banquebresil,de la Banque française du Brésil,binder-m,Maurice Binder,Binder,Maurice,administrateur,1924,1924,self,,,Chamber of Deputies,Landes,,Parlementaires et financiers,Banque française pour le Brésil,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Maurice Binder,prefix,roster
empire-parlementaires-financ-1924-feb02a,unionminesmarocaines,Union des mines marocaines,jordan-p,Paul Jordan,Jordan,Paul,directeur,1924,1924,relative,père,Victor Blanchet,Chamber of Deputies,Isère,,Parlementaires et financiers,Union des mines marocaines,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Jordan,prefix,roster
empire-parlementaires-financ-1924-feb02a,fasielectricite,Compagnie Fasi d'Électricité,jordan-p,Paul Jordan,Jordan,Paul,administrateur_delegue,1924,1924,relative,père,Victor Blanchet,Chamber of Deputies,Isère,,Parlementaires et financiers,Compagnie fasi d'électricité,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Jordan,prefix,roster
empire-parlementaires-financ-1924-feb02a,petrolestliouanet,PÉTROLES de TLIOUANET,jordan-p,Paul Jordan,Jordan,Paul,administrateur_delegue,1924,1924,relative,père,Victor Blanchet,Chamber of Deputies,Isère,,Parlementaires et financiers,Pétroles de Tliouanet,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Jordan,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,industriellecommercialegraphitestamatave,Compagnie française industrielle et commerciale des Graphites de Tamatave,bertrand-c,Charles Bertrand,Bertrand,Charles,administrateur,1924,1924,self,,,Chamber of Deputies,Seine,,Parlementaires et financiers,Graphites de Tamatave,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Charles Bertrand,prefix,roster
empire-parlementaires-financ-1924-feb02a,caissecommercialeindustrielleparis,Caisse commerciale et industrielle de Paris,bouilloux-lafont,Bouilloux-Lafont,Bouilloux-Lafont,,administrateur,1924,1924,self,,,Chamber of Deputies,Finistère,,Parlementaires et financiers,Caisse commerciale et industrielle de Paris,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Bouilloux-Lafont,prefix,roster
empire-parlementaires-financ-1924-feb02a,creditfoncierbresilameriquesud,Crédit foncier du Brésil et de l'Amérique du Sud,bouilloux-lafont,Bouilloux-Lafont,Bouilloux-Lafont,,administrateur,1924,1924,self,,,Chamber of Deputies,Finistère,,Parlementaires et financiers,Crédit foncier du Brésil [et de l'Amérique du Sud],Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Bouilloux-Lafont,prefix,roster
empire-parlementaires-financ-1924-feb02a,sudenerutilisationdeveloppementenergie,SUDENER (Utilisation et développement de l’énergie)(ex-Sud-Lumière),bouilloux-lafont,Bouilloux-Lafont,Bouilloux-Lafont,,administrateur,1924,1924,self,,,Chamber of Deputies,Finistère,,Parlementaires et financiers,Sud-Lumière,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Bouilloux-Lafont,prefix,roster
empire-parlementaires-financ-1924-feb02a,financiere,Société financière française,arene-l,Louis Arène,Arène,Louis,administrateur,1924,1924,relative,nièce,Maurice Bouvet,Chamber of Deputies,Jura,1919-1924,Parlementaires et financiers,Société financière de,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Louis Arène,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,madagor,Madagor,buhan-e,Eugène Buhan,Buhan,Eugène,administrateur,1924,1924,self,,,Senate,Gironde,,Parlementaires et financiers,la Madagor,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Eugène Buhan,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,messageriesantillaises,Messageries antillaises,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1924,1924,self,,,Chamber of Deputies,Réunion,,Parlementaires et financiers,Messageries antillaises,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Georges Boussenot,prefix,roster
empire-parlementaires-financ-1924-feb02a,afrique,L'Afrique française,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1924,1924,self,,,Chamber of Deputies,Réunion,,Parlementaires et financiers,Compagnie générale de l’Afrique française,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Georges Boussenot,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,marseillaisemadagascar,Compagnie Marseillaise de Madagascar,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1924,1924,self,,,Chamber of Deputies,Réunion,,Parlementaires et financiers,Compagnie marseillaise de Madagascar,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Georges Boussenot,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,agricoleindustriellemadagascar,Compagnie Agricole et Industrielle de Madagascar,boussenot-g,Georges Boussenot,Boussenot,Georges,administrateur,1924,1924,self,,,Chamber of Deputies,Réunion,,Parlementaires et financiers,Compagnie agricole et industrielle de Madagascar,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Georges Boussenot,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,graphites,Société Générale des Graphites,caillat,Caillat,Caillat,,administrateur,1924,1924,self,,,Chamber of Deputies,Hautes-Alpes,,Parlementaires et financiers,Graphites français,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Caillat,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,banqueindustriellechine,La Banque industrielle de Chine,calary-de-lamaziere,Calary de Lamazière,Calary de Lamazière,,administrateur,1924,1924,self,,,Chamber of Deputies,Seine,,Parlementaires et financiers,Banque industrielle de Chine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Calary de Lamazière,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,navigationfrancochinoise,Compagnie de navigation franco-chinoise,calary-de-lamaziere,Calary de Lamazière,Calary de Lamazière,,administrateur,1924,1924,self,,,Chamber of Deputies,Seine,,Parlementaires et financiers,Compagnie de navigation franco-chinoise,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Calary de Lamazière,prefix,roster
empire-parlementaires-financ-1924-feb02a,ets,Éts L,calary-de-lamaziere,Calary de Lamazière,Calary de Lamazière,,administrateur,1924,1924,self,,,Chamber of Deputies,Seine,,Parlementaires et financiers,Établissements S. B. A. M,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Calary de Lamazière,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,pacifique,de la Société du Pacifique,calary-de-lamaziere,Calary de Lamazière,Calary de Lamazière,,administrateur,1924,1924,self,,,Chamber of Deputies,Seine,,Parlementaires et financiers,Société du Pacifique,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Calary de Lamazière,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,caisseindustriebatimentcgib,Caisse générale de l’industrie et du bâtiment (CGIB),chagnaud-l,Léon Chagnaud,Chagnaud,Léon,administrateur,1924,1924,self,,,Senate,Creuse,,Parlementaires et financiers,Caisse générale de l'industrie et du bâtiment,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Léon Chagnaud,prefix,roster
empire-parlementaires-financ-1924-feb02a,portsmarocains,Ports marocains,chagnaud-l,Léon Chagnaud,Chagnaud,Léon,administrateur,1924,1924,self,,,Senate,Creuse,,Parlementaires et financiers,Ports marocains,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Léon Chagnaud,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,mediterraneenne,Société méditerranéenne,chagnaud-l,Léon Chagnaud,Chagnaud,Léon,administrateur,1924,1924,self,,,Senate,Creuse,,Parlementaires et financiers,La Méditerranéenne,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Léon Chagnaud,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,etsgaumontsn,Éts Gaumont (SN),chassaigne-goyon-p,Paul Chassaigne-Goyon,Chassaigne-Goyon,Paul,administrateur,1924,1924,self,,,Chamber of Deputies,Seine,1919-1936,Parlementaires et financiers,Établissements Gaumont,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Paul Chassaigne-Goyon,prefix,roster
empire-parlementaires-financ-1924-feb02a,prevoyancevie,Prévoyance-Vie,chaumet-c,Charles Chaumet,Chaumet,Charles,administrateur,1924,1924,self,,,Senate,Gironde,,Parlementaires et financiers,La Prévoyance-vie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Charles Chaumet,prefix,roster
empire-parlementaires-financ-1924-feb02a,olivettesnordmarocain,Olivettes du Nord marocain,chaumet-c,Charles Chaumet,Chaumet,Charles,administrateur,1924,1924,self,,,Senate,Gironde,,Parlementaires et financiers,les Olivettes du Nord-marocain,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Charles Chaumet,prefix,roster
empire-parlementaires-financ-1924-feb02a,immobilierenordmarocain,Société Immobilière du Nord-Marocain,chaumet-c,Charles Chaumet,Chaumet,Charles,administrateur,1924,1924,self,,,Senate,Gironde,,Parlementaires et financiers,Société immobilière du Nord-marocain,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Charles Chaumet,prefix,roster
empire-parlementaires-financ-1924-feb02a,ateliersconstructionselectriquescharleroiacec,Ateliers de constructions électriques de Charleroi (ACEC),clementel-e,Étienne Clémentel,Clémentel,Étienne,administrateur,1924,1924,self,,,Senate,Puy-de-Dôme,,Parlementaires et financiers,Ateliers de construction électrique de Charleroi [ACEC ],Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Étienne Clémentel,prefix,roster
empire-parlementaires-financ-1924-feb02a,produitschimiquescoignet,Produits chimiques Coignet,coignet-j,Jean Coignet,Coignet,Jean,administrateur,1924,1924,self,,,Senate,Rhône,,Parlementaires et financiers,Produits chimiques Coignet,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jean Coignet,prefix,roster
empire-parlementaires-financ-1924-feb02a,liegeslasserens,Société des lièges de Lasserens,colrat-de-montrozier-m,Maurice Colrat de Montrozier,Colrat de Montrozier,Maurice,president,1924,1924,self,,,Chamber of Deputies,Seine-et-Oise,,Parlementaires et financiers,Lièges de Lasserens,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Maurice Colrat de Montrozier,prefix,roster
empire-parlementaires-financ-1924-feb02a,africainecommerce,Compagnie Africaine de Commerce,cosnier,Cosnier,Cosnier,,administrateur,1924,1924,self,,,Senate,Indre,,Parlementaires et financiers,Compagnie africaine de commerce,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Cosnier,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,grandsmoulinspantinparis,Grands Moulins de Pantin-Paris,diebolt-weber,Diébolt-Weber,Diébolt-Weber,,administrateur,1924,1924,self,,,Senate,Bas-Rhin,,Parlementaires et financiers,Grands Moulins de Pantin-Paris,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Diébolt-Weber,prefix,roster
empire-parlementaires-financ-1924-feb02a,grandsmoulinsstrasbourg,Grands Moulins de Strasbourg,diebolt-weber,Diébolt-Weber,Diébolt-Weber,,administrateur,1924,1924,self,,,Senate,Bas-Rhin,,Parlementaires et financiers,Grands Moulins de Strasbourg,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Diébolt-Weber,prefix,roster
empire-parlementaires-financ-1924-feb02a,chauxcimentsmateriauxconstructionmaroc,"Chaux, ciments et matériaux de construction au Maroc",duboin-j,Jacques Duboin,Duboin,Jacques,administrateur,1924,1924,self,,,Chamber of Deputies,Haute-Savoie,,Parlementaires et financiers,"Chaux, ciments et matériaux de construction au Maroc",Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jacques Duboin,prefix,roster
empire-parlementaires-financ-1924-feb02a,etablissementsbeccatdoulaincourtmusseycorbiebonneville,"Établissements Beccat, Doulaincourt et Mussey, Corbie, Bonneville",duboin-j,Jacques Duboin,Duboin,Jacques,administrateur,1924,1924,self,,,Chamber of Deputies,Haute-Savoie,,Parlementaires et financiers,Établissements Beccat,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jacques Duboin,prefix,roster
empire-parlementaires-financ-1924-feb02a,patheconsortiumcinema,Pathé consortium cinéma,duboin-j,Jacques Duboin,Duboin,Jacques,administrateur,1924,1924,self,,,Chamber of Deputies,Haute-Savoie,,Parlementaires et financiers,Pathé-Consortium cinéma,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jacques Duboin,prefix,roster
empire-parlementaires-financ-1924-feb02a,etablissementsefeuillette,Société des Établissements E. Feuillette,duboin-j,Jacques Duboin,Duboin,Jacques,administrateur,1924,1924,self,,,Chamber of Deputies,Haute-Savoie,,Parlementaires et financiers,Établissements E. Feuillette,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jacques Duboin,prefix,roster
empire-parlementaires-financ-1924-feb02a,cablestelegraphiques,Compagnie française des câbles télégraphiques,debelley-j,Jean-Baptiste Debelley,Debelley,Jean-Baptiste,directeur,1924,1924,relative,gendre,Paul Dugueyt,Chamber of Deputies,Isère,1919-1924,Parlementaires et financiers,Compagnie française des câbles télégraphiques et,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Jean-Baptiste Debelley,prefix,roster
empire-parlementaires-financ-1924-feb02a,banquefrancojaponaise,Banque franco-japonaise,dumont-c,Charles Dumont,Dumont,Charles,president,1924,1924,self,,,Senate,Jura,,Parlementaires et financiers,Banque franco-japonaise,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Charles Dumont,prefix,roster
empire-parlementaires-financ-1924-feb02a,industrielleforestiereindochine,Société industrielle et forestière de l'Indochine,arnould-p,Pierre Arnould,Arnould,Pierre,vice_president,1924,1924,relative,beau-frère,Louis Duval-Arnould,Chamber of Deputies,Seine,1919-1936,Parlementaires et financiers,Société industrielle et forestière de l'Indochine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Pierre Arnould,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,unioncharbonnieremetallurgiquecomptoirsminiersnordafricainsreunis,Union charbonnière et métallurgique et Comptoirs miniers nord-africains réunis,favre-a,Albert Favre,Favre,Albert,administrateur,1924,1924,self,,,Chamber of Deputies,Charente-Inférieure,,Parlementaires et financiers,Union charbonnière et métallurgique,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Favre,prefix,roster
empire-parlementaires-financ-1924-feb02a,urbaineseineaccidents,L’Urbaine et La Seine-accidents,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1924,1924,self,,,Chamber of Deputies,Oise,,Parlementaires et financiers,l'Urbaine et la Seine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1924-feb02a,urbainevie,L’Urbaine-Vie,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1924,1924,self,,,Chamber of Deputies,Oise,,Parlementaires et financiers,Urbaine-vie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1924-feb02a,urbaineincendie,L’Urbaine-Incendie,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1924,1924,self,,,Chamber of Deputies,Oise,,Parlementaires et financiers,Urbaine-incendie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1924-feb02a,urbainecapitalisation,L’Urbaine-Capitalisation (ex-Nord-Capitalisation),fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,administrateur,1924,1924,self,,,Chamber of Deputies,Oise,,Parlementaires et financiers,Urbaine-capitalisation,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Robert Fournier-Sarlovèze,prefix,roster
empire-parlementaires-financ-1924-feb02a,banqueunionparisienne,Banque de l'Union Parisienne,francois-marsal-f,Frédéric François-Marsal,François-Marsal,Frédéric,administrateur,1924,1924,self,,,Senate,Cantal,,Parlementaires et financiers,Banque de l'union parisienne,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Frédéric François-Marsal,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,banqueadam,Banque Adam,francois-marsal-f,Frédéric François-Marsal,François-Marsal,Frédéric,administrateur,1924,1924,self,,,Senate,Cantal,,Parlementaires et financiers,Banque Adam,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Frédéric François-Marsal,prefix,roster
empire-parlementaires-financ-1924-feb02a,creditfonciercommunalalsacelorrainestrasbourg,"Crédit foncier et communal d’Alsace et de Lorraine, Strasbourg",francois-marsal-f,Frédéric François-Marsal,François-Marsal,Frédéric,administrateur,1924,1924,self,,,Senate,Cantal,,Parlementaires et financiers,Crédit foncier et communal d'Alsace-Lorraine,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Frédéric François-Marsal,prefix,roster
empire-parlementaires-financ-1924-feb02a,ets,Éts L,gaborit-f,Félix Gaborit,Gaborit,Félix,administrateur,1924,1924,self,,,Chamber of Deputies,Seine-et-Marne,,Parlementaires et financiers,Établissements,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Félix Gaborit,exact_single_token,roster
empire-parlementaires-financ-1924-feb02a,equatorialemines,Compagnie Équatoriale de mines,gerard-a,Albert Gérard,Gérard,Albert,administrateur,1924,1924,self,,,Senate,Ardennes,1903-1930,Parlementaires et financiers,Compagnie équatoriale de mines ],Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Gérard,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,gerard-f,François Gérard,Gérard,François,administrateur,1924,1924,self,,,Chamber of Deputies,Calvados,,Parlementaires et financiers,Compagnie des chemins de fer de l'Ouest,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,François Gérard,prefix,roster
empire-parlementaires-financ-1924-feb02a,banquesyrie,Banque française de Syrie,giraud-h,Hubert Giraud,Giraud,Hubert,administrateur,1924,1924,self,,,Chamber of Deputies,Bouches-du-Rhône,,Parlementaires et financiers,Banque de Syrie,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Hubert Giraud,prefix_exact_length,roster
empire-parlementaires-financ-1924-feb02a,navigationpaquet,Compagnie de navigation Paquet,giraud-h,Hubert Giraud,Giraud,Hubert,administrateur,1924,1924,self,,,Chamber of Deputies,Bouches-du-Rhône,,Parlementaires et financiers,Compagnie de navigation Paquet,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Hubert Giraud,prefix,roster
empire-parlementaires-financ-1924-feb02a,patheconsortiumcinema,Pathé consortium cinéma,gounouilhou,Gounouilhou,Gounouilhou,,administrateur,1924,1924,self,,,Chamber of Deputies,Gers,,Parlementaires et financiers,Pathé-Consortium-Cinéma,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,surname_only,Gounouilhou,prefix,roster
empire-parlementaires-financ-1924-feb02a,grandsreseauxelectriques,Société des Grands Réseaux électriques,grinda-e,Édouard Grinda,Grinda,Édouard,administrateur,1924,1924,self,,,Chamber of Deputies,Alpes-Maritimes,,Parlementaires et financiers,Grands Réseaux électriques,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Édouard Grinda,prefix,roster
empire-parlementaires-financ-1924-feb02a,cherifiennecarpettes,Cie Chérifienne de Carpettes,hauet-a,Albert Hauet,Hauet,Albert,administrateur,1924,1924,self,,,Chamber of Deputies,Aisne,1906-1941,Parlementaires et financiers,Compagnie chérifienne des carpettes,Empire (transversal),,Documents généraux (par ordre chronologique),roster_entry,roster,initials_or_forename,Albert Hauet,prefix,roster
